 习近平谈治国理政 第一卷 （法文平装版） ,2014年9月出版的《*谈治国理政》，近日由中央宣传部（国务院新闻办公室）会同中央文献研究室、中国外文局修订，改称《*谈治国理政》*卷，由外文出版社面向海内外再版发行。 《*谈治国理政》（*卷）收入了*总书记在党的十八大闭幕后至 2014年6月13日 期间的重要著作，共有讲话、谈话、演讲、答问、批示、贺信等79篇，分为18个专题。截至目前，该书以中、英、法、俄、阿、西、葡、德、日等24个语种、27个版本面向海内外出版发行，受到广泛关注和好评，为广大干部群众学习领会*新时代中国特色社会主义思想发挥了重要作用，为国际社会了解当代中国和中国共产党提供了重要文献。 党的十九大后，为帮助国内外读者系统了解掌握*新时代中国特色社会主义思想的精神实质和丰富内涵，2017年11月《*谈治国理政》第二卷出版发行。同时，应广大读者,80.0,0,0
 论坚持推动构建人类命运共同体（法文精装版） ,《论坚持推动构建人类命运共同体》法文版的出版发行，有助于国外读者深入了解*关于 建设一个什么样的世界 如何建设这个世界 等关乎人类前途命运的重大课题的理论思考，了解构建人类命运共同体理念的时代背景、重大意义、主要内容、实现途径，对深刻理解*外交思想的丰富内涵和我国外交方针政策具有重要意义。,113.1,0,0
 以习近平同志为核心的党中央治国理政新理念新思想新战略 团购量大更优惠：400-106-6666转6 ,1. 本书列中宣部、新闻出版广电总局迎接十九大 20种重点选题之首 ； 2. 系统阐释*总书记治国理政思想的权威读物 ，汇聚了相关研究领域的知名专家学者； 3. 文图并茂，注重 思想性、可读性与实践性 相结合。,42.1,0,0
 【现货速发】习近平法治思想学习纲要 （大字本） 新时代法制党建读物党政图书籍 人民出版社 学习出版社9787010239 正版直供 量大从优,,16.0,0,48
 习近平改革开放思想研究（精装本） ,改革开放是当代中国*为宏大、*活力的一场前所未有的深刻革命，是决定当代中国命运和中华民族伟大复兴的关键抉择。时值改革开放进入攻坚期和深水区的关键时刻，面对前进道路上的重重困难和挑战，亟须正确理论的指导和科学方法的引领。*同志作为党中央的核心、全党的核心，以大国领袖的卓越智慧和治党治国治军的文韬武略，集中全党智慧，围绕全面深化改革、扩大开放进行深入系统的理论思考和判断，发表了一系列重要讲话，深刻阐述了全面深化改革开放的背景、目标、原则、内容、动力、方法及保障条件等，精辟回答了为什么要全面深化改革、怎样推进全面深化改革等重大理论和现实问题，形成了立意高远、涵盖广泛、内容丰富、论述深刻的新时代中国改革开放思想。*改革开放思想，是*新时代中国特色社会主义思想的重要组成部分，是中国特色社会,58.3,0,0
 习近平新时代中国特色社会主义思想学习论丛(第一辑) ,,15.2,0,0
 习近平谈治国理政 第一卷 （西文平装版） ,2014年9月出版的《*谈治国理政》，近日由中央宣传部（国务院新闻办公室）会同中央文献研究室、中国外文局修订，改称《*谈治国理政》*卷，由外文出版社面向海内外再版发行。 《*谈治国理政》（*卷）收入了*总书记在党的十八大闭幕后至 2014年6月13日 期间的重要著作，共有讲话、谈话、演讲、答问、批示、贺信等79篇，分为18个专题。截至目前，该书以中、英、法、俄、阿、西、葡、德、日等24个语种、27个版本面向海内外出版发行，受到广泛关注和好评，为广大干部群众学习领会*新时代中国特色社会主义思想发挥了重要作用，为国际社会了解当代中国和中国共产党提供了重要文献。 党的十九大后，为帮助国内外读者系统了解掌握*新时代中国特色社会主义思想的精神实质和丰富内涵，2017年11月《*谈治国理政》第二卷出版发行。同时，应广大读者,75.2,0,0
 习近平谈治国理政 第三卷（中文繁体版，精装） ,本书的出版发行，对帮助国外读者系统了解掌握习近平新时代中国特色社会主义思想的精神实质和丰富内涵，增进对中国共产党为什么能、马克思主义为什么行、中国特色社会主义为什么好的认识和理解，具有重要意义。,70.8,0,20
 习近平书信选集 第一卷 大字本 中央文献出版社9787507348842 ,,51.8,100,10
 深化文明交流互鉴 共建亚洲命运共同体——在亚洲文明对话大会开幕式上的主旨演讲 ,,1.5,0,0
 习近平谈治国理政 第二卷 （阿文平装） ,,47.2,0,0
 习近平谈治国理政 第三卷（俄文版，精装） ,本书的出版发行，对帮助国外读者系统了解掌握*新时代中国特色社会主义思想的精神实质和丰富内涵，增进对中国共产党为什么能、马克思主义为什么行、中国特色社会主义为什么好的认识和理解，具有重要意义。,70.8,0,10
 习近平经济思想研究文集2021 经济日报出版社9787519610579 ,,43.5,100,13
 习近平关于实现中华民族伟大复兴的中国梦论述摘编 小字本 中央文献出版社 ,,6.5,0,0
 习近平谈治国理政 第三卷（日文版，精装） ,本书的出版发行，对帮助国外读者系统了解掌握习近平新时代中国特色社会主义思想的精神实质和丰富内涵，增进对中国共产党为什么能、马克思主义为什么行、中国特色社会主义为什么好的认识和理解，具有重要意义。,70.8,0,17
 中国共产党第十九次全国代表大会报告摘编（俄文） ,,50.5,0,0
 习近平新时代中国特色社会主义思想学习论丛(第四辑) ,,13.3,0,0
 全面深化改革（阿文版） ,,99.6,0,0
 中国共产党第十九次全国代表大会报告摘编（越南文版） ,,50.5,0,0
 中国共产党第十九次全国代表大会报告摘编（法文版） ,,50.5,0,0
 中国共产党第十九次全国代表大会报告摘编（老挝文版） ,,50.5,0,0
 中国共产党第十九次全国代表大会报告摘编（阿拉伯文版） ,,50.5,0,0
 论坚持推动构建人类命运共同体（法文平装版） ,《论坚持推动构建人类命运共同体》法文版的出版发行，有助于国外读者深入了解*关于 建设一个什么样的世界 如何建设这个世界 等关乎人类前途命运的重大课题的理论思考，了解构建人类命运共同体理念的时代背景、重大意义、主要内容、实现途径，对深刻理解*外交思想的丰富内涵和我国外交方针政策具有重要意义。,78.3,0,0
 中国共产党第十九次全国代表大会报告摘编（德文版） ,,50.5,0,0
 摆脱贫困（法文版） ,,60.9,0,0
 中国共产党第十九次全国代表大会报告摘编（西班牙文版） ,,50.5,0,0
 学习贯彻习近平总书记在庆祝中国共产党成立100周年大会上重要讲话系列评论 ,,21.0,100,65
 习近平书信选集第一卷 普及本 小字本 现货速发 32开 2022年新书中央文献出版社9787507348828 ,现货速发 北京发货 团购15011138159,48.0,100,60
 习近平关于严明党的纪律和规矩论述摘编 小字本 中央文献出版社 ,,10.0,0,0
 论把握新发展阶段、贯彻新发展理念、构建新发展格局（普及本）中央文献出版社9787507348361预售 量大从优，团购电话17778022787,,52.0,0,0
 习近平新时代中国特色社会主义思想学习论丛(第三辑) ,,16.8,0,0
 习近平谈治国理政 第二卷 （俄文精装） ,中共十八大以来，以*同志为核心的中共中央，团结带领全党全国各族人民，紧紧围绕实现 两个一百年 奋斗目标和中华民族伟大复兴的中国梦，坚持和发展中国特色社会主义，统筹推进 五位一体 总体布局、协调推进 四个全面 战略布局，迎难而上，开拓进取，取得了改革开放和社会主义现代化建设的历史性成就，解决了许多长期想解决而没有解决的难题，办成了许多过去想办而没有办成的大事，推动中国共产党和国家事业取得了历史性成就、发生了历史性变革，中国特色社会主义进入新时代。 在治国理政新的实践中，以*为主要代表的中国共产党人，顺应时代发展，从理论和实践结合上系统回答了新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义这个重大时代课题，创立了*新时代中国特色社会主义思想，为决胜全面建成小,70.8,0,0
 习近平谈治国理政 第二卷 （日文版精装） ,中共十八大以来，以*同志为核心的中共中央，团结带领全党全国各族人民，紧紧围绕实现 两个一百年 奋斗目标和中华民族伟大复兴的中国梦，坚持和发展中国特色社会主义，统筹推进 五位一体 总体布局、协调推进 四个全面 战略布局，迎难而上，开拓进取，取得了改革开放和社会主义现代化建设的历史性成就，解决了许多长期想解决而没有解决的难题，办成了许多过去想办而没有办成的大事，推动中国共产党和国家事业取得了历史性成就、发生了历史性变革，中国特色社会主义进入新时代。 在治国理政新的实践中，以*为主要代表的中国共产党人，顺应时代发展，从理论和实践结合上系统回答了新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义这个重大时代课题，创立了*新时代中国特色社会主义思想，为决胜全面建成小,70.8,0,0
 习近平谈治国理政第一卷（德文版平装） ,,63.9,0,0
 深入学习习近平总书记“七一”重要讲话精神 ,,33.7,100,58
 习近平新时代中国特色社会主义思想学习纲要 32开小字本 学习出版社 ,,11.0,0,0
