 信仰的力量——学习习近平总书记在庆祝中国共产党成立95周年大会上的讲话 ,2016年7月1日 ，*总书记在庆祝中国共产党成立95周年大会上发表的重要讲话，全面总结了我们党团结带领中国人民不懈奋斗的光辉历程、伟大贡献和历史启示，深刻阐述了不忘初心、继续前进必须牢牢把握的八个方面要求。面对未来，面对挑战，我们比任何时候都更需要信仰的力量。为广大党员干部更好地学习和领会*总书记 七一 讲话精神，我社特组织中央党校有关专家学者编写本书。 本书围绕 七一 讲话精神内涵，通过梳理中国共产党产生的历史脉络，阐述了中国共产党为中华民族作出的伟大历史贡献及对今天社会主义建设的历史启示；通过重点解读*总书记提出的不忘初心、继续前进的八个方面的要求，阐释了如何做到不忘初心，坚守信仰，不断把马克思主义中国化、把为崇高理想奋斗的伟大实践、把中国特色社会主义伟大事业、把实现 两个一百年 奋,25.7,0,0
 习近平谈治国理政 第三卷（西文版，精装） ,本书的出版发行，对帮助国外读者系统了解掌握习近平新时代中国特色社会主义思想的精神实质和丰富内涵，增进对中国共产党为什么能、马克思主义为什么行、中国特色社会主义为什么好的认识和理解，具有重要意义。,70.8,0,8
 命运与共 共建家园 ——在中国—东盟建立对话关系30周年纪念峰会上的讲话 ,,1.5,0,22
 习近平新时代中国特色社会主义思想学习论丛(第五辑) ,,14.6,0,0
 习近平2018年中非合作论坛北京峰会重要讲话（中英对照版） ,,36.7,0,0
 习近平谈治国理政 第三卷 平装版（中文+英文2册） ,,160.0,0,0
 习近平外交思想学习纲要 16开大字本 人民出版社 ,,19.4,0,0
 习近平讲故事（大字本） ,,49.0,0,0
 【现货速发】习近平关于实现中华民族伟大复兴的中国梦论述摘编 党政书籍党建读物9787507339666 中共中央文献研究 正版直供 优质图书,,6.5,0,0
 习近平讲党史故事 +习近平讲故事 2本合集 人民出版社 ,,79.5,0,17
 习近平在出席金砖国家领导人厦门会晤时的讲话 ,,2.2,0,0
 习近平谈治国理政 第一卷 （繁体精装） ,,70.8,0,0
 习近平谈治国理政全三卷中文平装版 习近平谈治国理政第三卷+习近平谈治国理政第二卷+习近平谈治国理政第一卷 3本全套 中文 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,,192.0,0,0
 习近平谈治国理政 第一卷 （日文版精装） ,,70.8,0,0
 习近平主席在出席亚太经合组织第二十六次领导人非正式会议时的讲话（团购更优惠 电话：010-57993380） ,,1.8,0,0
 习近平谈治国理政 第二卷 （西班牙文版精装） ,中共十八大以来，以*同志为核心的中共中央，团结带领全党全国各族人民，紧紧围绕实现 两个一百年 奋斗目标和中华民族伟大复兴的中国梦，坚持和发展中国特色社会主义，统筹推进 五位一体 总体布局、协调推进 四个全面 战略布局，迎难而上，开拓进取，取得了改革开放和社会主义现代化建设的历史性成就，解决了许多长期想解决而没有解决的难题，办成了许多过去想办而没有办成的大事，推动中国共产党和国家事业取得了历史性成就、发生了历史性变革，中国特色社会主义进入新时代。 在治国理政新的实践中，以*为主要代表的中国共产党人，顺应时代发展，从理论和实践结合上系统回答了新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义这个重大时代课题，创立了*新时代中国特色社会主义思想，为决胜全面建成小,70.8,0,0
 深入学习习近平同志关于党的群众路线重要论述:人民日报重要文章选 正版书籍，支持7天无理由退货，可开发票,《人民日报重要文章选:深入学习习近平同志关于党的群众路线重要论述》将人民日报刊发的重要解读文章汇编成书，以供广大党员领导干部学习参阅。,33.62,0,0
 深入学习习近平同志关于党的群众路线重要论述:人民日报重要文章选 ,,33.62,0,0
 深入学习习近平同志关于党的群众路线重要论述-人民日报重要文章选 任仲文 编 人民日报 9787511523976 ,《人民日报重要文章选:深入学习习近平同志关于党的群众路线重要论述》将人民日报刊发的重要解读文章汇编成书，以供广大党员领导干部学习参阅。,8.25,0,0
 深入学习习近平同志关于实现中华民族伟大复兴的中国梦 重要论述 任仲文 人民日报出版社【正版品质·下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,41.16,0,0
 深入学习习近平总书记重要讲话读本 新华社中央新闻采访中心 人民出版社【正版品质 下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,24.74,0,0
 深入学习习近平同志关于宣传思想工作重要论述[正版书籍，满额减] 【速开发票，优质售后，支持七天无理由退换】,,60.9,0,0
 深入学习习近平总书记重要讲话精神-人民日报重要文章选 【上新】 【店主推荐，正版书放心购买，可开发票】,,35.14,0,0
 深入学习习近平同志关于党的群众路线重要论述:人民日报重要文章选 任仲文 编 人民日报出版社【正版品质 下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,35.64,0,0
 深入学习习近平改革开放思想方向.道路.命运-人民日报重要文章选 ,,47.25,0,0
 深入学习习近平总书记重要讲话读本【正版图书，售后无忧】 ,,20.7,0,0
" 深入学习习近平改革开放思想方向.道路.命运-人民日报重要文章选 任仲文著,任仲文 译 人民日报出版社【正版品质·下单需知 【可代寻配货图书，提供发票，如有需求联系在线客服即可】",,54.12,0,0
" 深入学习习近平改革开放思想方向.道路.命运-人民日报重要文章选 任仲文著,任仲文 译 人民日报出版社【正版品质*下单需知 【正版图书放心购买，部分商品为老书旧书，可咨询客服确认品相】",,37.5,0,0
 深入学习习近平同志关于宣传思想工作重要论述 人民日报社理论部 编 生活·读书·新知三联书店【正版品质 下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,40.45,0,0
 学习贯彻习近平同志 七一 重要讲话精神 任仲文 著 人民日报出版社【正版品质·下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,13.94,0,0
 深入学习习近平同志关于宣传思想工作重要论述 ,,38.95,0,0
 学习贯彻习近平同志七一重要讲话精神-人民日报重要文章选 任仲文 人民日报1 9787511540652 ,,6.6,0,0
 深入学习习近平同志关于全面深化改革的重要论述-人民日报重要文章选 任仲文 人民日报 9787511522801 ,,8.25,0,0
 习近平第二届中国国际进口博览会重要讲话（英汉对照版） ,,12.4,0,0
 学习习近平新时代中国特色社会主义思想 坚定不移推动全面从严治党向纵深发展 ,党的十九大对*新时代中国特色社会主义思想作了全面阐述，并确立为党的指导思想。用*新时代中国特色社会主义思想武装全党，将党的这一创新理论的真理力量充分释放出来，对于贯彻落实党的十九大精神，决胜全面建成小康社会、夺取新时代中国特色社会主义伟大胜利、实现中华民族伟大复兴中国梦，具有重要意义。 党的十八大以来，为把学习贯彻*新时代中国特色社会主义思想不断引向深入，李智勇同志结合中央国家机关工委工作实际，积极倡导在全面学的基础上分领域、分专题学，形成了一系列重要成果。在分领域学方面，他率先对*总书记关于机关党建的重要论述、重要批示进行系统梳理和学习研究，形成了《学习*同志关于机关党建重要论述》一书，出版后受到普遍欢迎，成为机关党建领域有很大影响力的理论武装工作品牌。在分专题学方面，他着重对*,31.9,0,0
 习近平扶贫论述摘编 小字本 中央文献出版社 ,,19.9,0,0
 习近平谈一带一路 普及本 新时代党员领导干部学习读物 党政党建书籍 参与全球开放合作、改善全球经济治理体系、促进全球共同 ,,38.8,0,0
 习近平谈治国理政 第三卷（法文版，精装） ,本书的出版发行，对帮助国外读者系统了解掌握*新时代中国特色社会主义思想的精神实质和丰富内涵，增进对中国共产党为什么能、马克思主义为什么行、中国特色社会主义为什么好的认识和理解，具有重要意义。,70.8,100,11
 习近平在福州+习近平在宁德+习近平在厦门+习近平在正定+习近平的七年知青岁月（套装5本平装）正版现货 全新正版，北京发货，下单即发~咨询电话：18500255178,,260.0,0,0
 习近平谈治国理政 第一卷 （西班牙文版精装） ,,70.8,0,0
 【现货速发】习近平法治思想学习纲要(32开普及版小字本) 党建读物党政图书籍 人民出版社 学习出版社 正版直供 优质图书,,8.9,0,26
 习近平新时代中国特色社会主义思想学习论丛(第二辑) ,,15.2,0,0
 习近平关于全面从严治党论述摘编（2021年版）大字本 中央文献出版社 ,,52.6,0,0
 习近平关于中国特色大国外交论述摘编 普及本 中央文献出版社 ,,34.0,0,0
 高扬马克思主义旗帜 ,,95.9,0,0
 【现货速发】习近平新时代中国特色社会主义思想学习问答 大字本16开 学习出版社 人民出版社9787514710304 正版直供 优质图书,,33.0,0,0
 对习近平总书记所讲社会主义的体悟 （修订版） ,,24.5,0,0
 习近平扶贫论述摘编（英）（精装） ,,74.4,0,0
 【现货速发】习近平关于社会主义文化建设论述摘编（大字本）党政书籍党建读物 中央文献出版社9787507345995 正版直供 优质图书,,29.0,0,0
 习近平谈治国理政 第二卷 （葡文平装） ,中共十八大以来，以*同志为核心的中共中央，团结带领全党全国各族人民，紧紧围绕实现 两个一百年 奋斗目标和中华民族伟大复兴的中国梦，坚持和发展中国特色社会主义，统筹推进 五位一体 总体布局、协调推进 四个全面 战略布局，迎难而上，开拓进取，取得了改革开放和社会主义现代化建设的历史性成就，解决了许多长期想解决而没有解决的难题，办成了许多过去想办而没有办成的大事，推动中国共产党和国家事业取得了历史性成就、发生了历史性变革，中国特色社会主义进入新时代。 在治国理政新的实践中，以*为主要代表的中国共产党人，顺应时代发展，从理论和实践结合上系统回答了新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义这个重大时代课题，创立了*新时代中国特色社会主义思想，为决胜全面建成小,47.2,0,0
 习近平谈治国理政 第一卷 （葡文平装） ,,47.2,0,0
 习近平在上海+习近平在浙江（上下册）全3册平装版 中共中央党校出版社 ,,158.0,100,8
 习近平扶贫论述摘编（俄文版精装） ,,96.7,0,0
 重要讲话单行本（2020年合订本） ,,10.0,0,0
 青年与新时代中国特色社会主义:第一届江西省大学生学习习近平新时代中国特色社会主义思想交流会论文集 *届江西省大学生学习*新时代中国特色社会主义思想交流会论文集,本论文集为江西省首届高校大学生 习近平新时代中国特色社会主义思想 学习交流会获奖论文集。获奖论文由全省本、专科学校择优推荐参加全省论文评比产生，论文选题主要有：1.深入学习习近平关于 四个自信 的重要论述2.深入学习习近平关于 以人民为中心 的重要论述3.深入学习习近平关于共青团和青年工作的重要论述4.深入学习习近平关于青年成才的重要论述5.深入学习习近平关于创新创业的重要论述。,76.4,0,0
 习近平“一带一路”国际合作高峰论坛重要讲话 ,,36.7,0,0
 习近平讲党史故事 人民出版社 2021听党员学习中国古典典籍用典理论金句少年教育手册 党政读物党建书籍 正版直供 优质图书,,42.0,10,4
 【现货速发】习近平新时代中国特色社会主义思想基本问题 平装版 人民出版社 中共中央党校出版社 党建读物党政书籍97875 官方正版 量大从优,,45.0,0,0
 习近平谈治国理政 第一卷 （法文精装） ,,70.8,0,0
 习近平关于力戒形式主义官僚主义重要论述选编 大字本 中央文献出版社 ,,22.8,0,0
