 习近平上海合作组织青岛峰会重要讲话（中俄对照版） ,,26.1,0,0
 习近平在上海 平装版 中共中央党校出版社9787503572692 快速出票，量大从优，团购电话17778022787,,51.5,100,99
 习近平关于统筹疫情防控和经济社会发展重要论述选编(英文平装版） ,,60.9,0,0
 习近平关于统筹疫情防控和经济社会发展重要论述选编(英文精装版） ,,78.3,0,0
 习近平谈治国理政 第二卷中文精装本（团购致电：400-106-6666转6） ,,96.0,0,0
 习近平关于防范风险挑战、应对突发事件论述摘编 普及本 中央文献出版社 预售 ,,28.8,0,0
 习近平关于党风廉政建设和反腐败斗争论述摘编：英文 ,通过中国领导人围绕党风廉政建设和反腐败斗争所做的系统论述，更好地了解和理解中国共产党正在开展的党风廉政建设和反腐败斗争。 官方译文，中共中央编译局是由中国政府指定的中央文献翻译部门。,85.3,0,0
 在纪念辛亥革命110周年大会上的讲话（英文版） ,,17.4,70,36
 习近平在厦门（精装） ,,46.4,0,0
 习近平新时代中国特色社会主义思想学习问答（小字本） ,,17.1,0,0
 论坚持推动构建人类命运共同体（德文版平装） ,《论坚持推动构建人类命运共同体》德文版的出版发行，有助于国外读者深入了解习近平关于 建设一个什么样的世界 如何建设这个世界 等关乎人类前途命运的重大课题的理论思考，了解构建人类命运共同体理念的时代背景、重大意义、主要内容、实现途径，对深刻理解习近平外交思想的丰富内涵和我国外交方针政策具有重要意义。 人类命运共同体 这一理念体现了和平、发展、公平、正义、民主、自由等全人类共同的价值追求，汇聚着世界各国人民对和平、发展、繁荣向往的公约数。 为适应国外读者阅读习惯，德文版在中文版基础上增加了注释、索引、缩略语等内容。,78.3,0,15
 习近平法治思想学习纲要（16开） ,,17.2,100,156
 习近平新时代中国特色社会主义思想学习问答（小字本） ,,24.5,0,0
 以党的创新理论为指引：习近平总书记“7·26”重要讲话述评集 深入学习贯彻总书记“7·26”重要讲话精神权威辅导读物 新华社、人民网、光明网等各大主流媒体播发书讯推介,广大党员干部学习贯彻总书记 7 26 重要讲话精神书,26.3,0,0
 论坚持推动构建人类命运共同体（德文版精装） ,《论坚持推动构建人类命运共同体》德文版的出版发行，有助于国外读者深入了解*关于 建设一个什么样的世界 如何建设这个世界 等关乎人类前途命运的重大课题的理论思考，了解构建人类命运共同体理念的时代背景、重大意义、主要内容、实现途径，对深刻理解*外交思想的丰富内涵和我国外交方针政策具有重要意义。 人类命运共同体 这一理念体现了和平、发展、公平、正义、民主、自由等全人类共同的价值追求，汇聚着世界各国人民对和平、发展、繁荣向往的公约数。 为适应国外读者阅读习惯，德文版在中文版基础上增加了注释、索引、缩略语等内容。,113.1,0,8
 习近平在厦门 中共中央党校出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,,26.4,0,0
 习近平关于党风廉政建设和反腐败斗争论述摘编：阿拉伯文 ,通过中国领导人围绕党风廉政建设和反腐败斗争所做的系统论述，更好地了解和理解中国共产党正在开展的党风廉政建设和反腐败斗争。 权威的译文，中共中央编译局是由中国政府指定的中央文献翻译部门。,85.3,0,0
 习近平关于党风廉政建设和反腐败斗争论述摘编：法文 ,通过中国领导人围绕党风廉政建设和反腐败斗争所做的系统论述，更好地了解和理解中国共产党正在开展的党风廉政建设和反腐败斗争。 权威的译文，中共中央编译局是由中国政府指定的中央文献翻译部门。,85.3,0,0
 习近平关于全面依法治国论述摘编：法文 ,党的十八大以来，*同志围绕全面依法治国作了一系列重要论述。这些论述对于广大干部群众深刻理解全面依法治国的重大意义，系统把握全面依法治国的指导思想、总目标、基本原则和总体要求，协调推进 四个全面 战略布局，具有十分重要的政治意义、理论意义和实践指导意义。 官方译文，中共中央编译局是由中国政府指定的中央文献翻译部门。,85.3,0,0
