 习近平的七年知青岁月 本书记录总书记在梁家河的七年知青岁月，以图文并茂的方式真实还原总书记奋斗的青年时代。,编辑推荐 编辑推荐： 以图文并茂的方式真实还原总书记奋斗的青年时代 以引人入胜的故事讲述总书记 坚定的共产主义信仰 对党一以贯之的忠诚热爱 富民强国的抱负和担当 一心为民的深厚情怀 76幅珍贵图片绝大部分为首次公开发表 可读性强适合各界读者 更是两学一做教育常态化、党员干部理想信念教育、大中学生课外阅读的优秀读物,49.4,0,0
 习近平新时代中国特色社会主义思想学习纲要（标准版）团购电话4001066666转6 2019年度央视中国好书 ,,8.8,0,0
 平语近人：习近平总书记用典 ,,32.8,0,0
 习近平讲故事 ,,32.1,0,0
 习近平在厦门 团购电话4001066666转6 ,继《*的七年知青岁月》《*在正定》后，中共中央党校出版社出版了《*在厦门》一书。厦门三年，*同志一心为民、严于律己，勤于工作、注重调研，敢于担当、勇于创新，用为民、务实、清廉诠释了新时期党员领导干部的风采。*同志曾深情地说， 到经济特区工作，是我*次走上市一级的领导岗位，*次直接参与沿海发达地区的改革开放，*次亲历城市的建设和管理。 这三年是全面学习的过程，是一个非常艰苦、刻苦的学习过程，从中得到了历练。 这本书对于党员干部深入理解*新时代中国特色社会主义思想的理论和实践源泉，更好领会和践行党的初心使命具有积极促进作用。,27.3,0,0
 习近平重要讲话单行本（2021年合订本） ,,15.0,100,340
 习近平谈治国理政 第二卷 中文版平装本（100册以上团购请联系团购电话4001066666转6） ,,65.0,0,0
 习近平总书记在庆祝中国共产党成立100周年大会上重要讲话精神述评 全面系统解读我们党百年取得的伟大成就、重要经验，深入解读伟大建党精神，适合广大党员干部学习参考。团购联系电话4001066666转6,本书据新华社报道而成，四色印刷、图文并茂，全面系统解读我们党百年取得的伟大成就、重要经验，深入解读伟大建党精神，适合广大党员干部学习参考。,36.0,100,421
 习近平用典.第二辑 团购电话400-106-6666转6 ,《习近平用典（第二辑）》是《习近平用典（*辑）》的延续。《习近平用典(*辑）》出版以来，译成英、法、德、俄、西班牙语等十余种版本，累计发行近200万册，引发巨大社会反响。《习近平用典（第二辑）》是对*新近引用的148则典故的深刻解读，是学习习近平新时代中国特色社会主义思想的重要读本。,31.3,0,0
" 学习习近平生态文明思想问答 以一问一答的形式回答广大干部群众比较关心关注的问题，兼具理论深度与实践广度，一部十分难得的优秀通俗理论读物。求是原社长李捷力作,详细解读生态文明思想。",作者权威。作者李捷，曾任中央文献研究室副主任，中国社会科学院副院长、党组成员，中国社会科学院当代中国研究所所长、党组书记，求是杂志社社长。长期从事马克思主义中国化、*生平和思想、中共党史、中华人民共和国史研究，对党和国家的理论政策有着深刻认识和深入研究，功底扎实；发表过多部理论专著和多篇文章，学养深厚。经过长期的工作和学术积累，作者在本书中对相关内容进行论述时能准确把握核心要点，深入挖掘其科学内涵，有效展开历史对比。 内容过硬。本书在对涉及的概念和内容进行论述时，追根溯源，内涵深刻，不仅精要分析概念提出时的宏观背景，而且对概念的发展过程作了简要阐释，对读者来说，可以因此而快速、准确地把握住*新时代中国特色社会主义思想中的重要内容、关键举措、核心要义。本书经过重大选题备案和专家,50.5,0,0
