 习近平经济思想研究文集2021+践行习近平经济思想调研文集（2021） 全2册 经济日报出版社 ,,98.0,100,47
 习近平关于青少年和共青团工作论述摘编 小字本 中央文献出版社 ,,10.5,0,0
 习近平讲故事+习近平的七年知青岁月（优惠套装） ,*的七年知青岁月 *讲故事,93.2,0,0
 习近平谈“一带一路”（法文版精装） ,,96.7,0,0
 习近平关于尊重和保障人权论述摘编 普及本 中央文献出版社 ,,23.0,100,106
 习近平谈治国理政 第一卷 （英文平装） ,,47.2,0,0
 在全国组织工作会议上的讲话(2018年7月3日） （团购更优惠 电话：010-57993380） ,,2.6,0,0
 习近平书信选集 第一卷 普及本 中央文献出版社9787507348828 快速出票，量大从优，团购电话17778022787,,43.5,100,96
 习近平总书记在出席庆祝中华人民共和国成立70周年系列活动时的讲话 ,,1.5,0,0
 在庆祝中国共产党成立100周年大会上的讲话（西班牙文版） ,,21.8,0,0
 习近平的七年知青岁月 中共中央党校出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,,47.8,0,0
 深入学习贯彻习近平总书记关于工人阶级和工会工作的重要论述 ,*总书记关于工人阶级和工会工作的重要论述，从根本上阐明了中国工人运动和工会工作的发展方向、道路、方针、原则等一系列方向性根本性战略性问题，以全新的视野深化了对工人运动发展规律、工会工作发展规律的认识，开拓了马克思主义工人运动思想的新境界，标志着中国特色社会主义工人运动理论发展达到了新高度，为工人运动的发展和做好工会工作提供了根本遵循和行动指南。,38.8,0,0
 习近平谈治国理政（第三卷）（中文精装）100册以上团购请联系团购电话4001066666转6 ,,96.0,0,0
