 习近平新时代中国特色社会主义思想学习问答 16开大字本 人民出版社 学习出版社 ,,30.0,0,0
 习近平关于社会主义生态文明建设论述摘编(小字本)中央文献出版社9787507345940新时代青山绿水就是金山银山环境环 ,,23.0,0,0
 平语近人:习近平总书记用典 人民出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,,32.8,0,0
 习近平新时代中国特色社会主义思想学习纲要 16开大字本 学习出版社 人民出版社 ,,21.0,0,0
 习近平扶贫论述摘编（法）（精装） ,,96.7,0,0
 习近平新时代中国特色社会主义思想学习丛书 ,,493.7,0,0
 习近平扶贫论述摘编（法） ,,49.6,0,0
 习近平套装：习近平在厦门+习近平在宁德 团购电话4001066666转6 ,,111.0,0,0
 习近平谈“一带一路”（法文版） ,.,63.9,0,0
 习近平谈“一带一路”（俄） ,,67.5,0,0
 习近平扶贫论述摘编（西文版） ,,63.9,0,0
 习近平谈治国理政 第二卷 （德文精装） ,中共十八大以来，以*同志为核心的中共中央，团结带领全党全国各族人民，紧紧围绕实现 两个一百年 奋斗目标和中华民族伟大复兴的中国梦，坚持和发展中国特色社会主义，统筹推进 五位一体 总体布局、协调推进 四个全面 战略布局，迎难而上，开拓进取，取得了改革开放和社会主义现代化建设的历史性成就，解决了许多长期想解决而没有解决的难题，办成了许多过去想办而没有办成的大事，推动中国共产党和国家事业取得了历史性成就、发生了历史性变革，中国特色社会主义进入新时代。 在治国理政新的实践中，以*为主要代表的中国共产党人，顺应时代发展，从理论和实践结合上系统回答了新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义这个重大时代课题，创立了*新时代中国特色社会主义思想，为决胜全面建成小,70.8,0,0
 习近平谈治国理政第一卷（德文版精装） ,,112.8,0,0
 习近平改革开放思想研究 中央广播电视总台掌门人亲自主编，当前*新时代改革开放思想解读。,慎海雄，中共中央宣传部副部长，中央广播电视总台台长,53.7,0,0
 习近平扶贫论述摘编（阿文版精装） ,,96.7,0,0
 习近平谈治国理政 第三卷（阿文版，精装） ,本书的出版发行，对帮助国外读者系统了解掌握*新时代中国特色社会主义思想的精神实质和丰富内涵，增进对中国共产党为什么能、马克思主义为什么行、中国特色社会主义为什么好的认识和理解，具有重要意义。,70.8,0,6
 习近平扶贫论述摘编（俄文版） ,,63.9,0,0
 习近平谈治国理政 第一卷 （阿文版精装） ,,70.8,0,0
 习近平扶贫论述摘编（阿文版） ,,63.9,0,0
 习近平谈治国理政（壮文版） ,,70.8,0,0
 习近平谈治国理政 第二卷 （阿文版精装） ,中共十八大以来，以*同志为核心的中共中央，团结带领全党全国各族人民，紧紧围绕实现 两个一百年 奋斗目标和中华民族伟大复兴的中国梦，坚持和发展中国特色社会主义，统筹推进 五位一体 总体布局、协调推进 四个全面 战略布局，迎难而上，开拓进取，取得了改革开放和社会主义现代化建设的历史性成就，解决了许多长期想解决而没有解决的难题，办成了许多过去想办而没有办成的大事，推动中国共产党和国家事业取得了历史性成就、发生了历史性变革，中国特色社会主义进入新时代。 在治国理政新的实践中，以*为主要代表的中国共产党人，顺应时代发展，从理论和实践结合上系统回答了新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义这个重大时代课题，创立了*新时代中国特色社会主义思想，为决胜全面建成小,70.8,0,0
 习近平扶贫论述摘编（西文版精装） ,,96.7,0,0
 【现货速发】习近平扶贫论述摘编（大字本） 中央文献出版社 9787507346602 正版直供 优质图书,,25.0,0,0
 习近平讲话单行本合集（函套装·122种）2012年11月至2021年12月全文合集合订本重要讲话单行本合集 人民出版社 ,,245.8,0,3
 3本合集 论坚持全面依法治国(普及本)+法治社会建设实施纲要(2020-2025年)人民社+习近平关于全面依法治国论述摘 ,,46.0,0,0
 【全套5册组合】习近平在福建（上下册）+习近平在宁德+习近平在厦门+习近平在福州 平装版 党建读物党政书籍 中共中央党校 优质图书,,234.5,0,0
 习近平扶贫故事 人民日报海外版编著 商务印书馆 支持团购，量大联系电话17778022787,,58.5,0,0
 5本合集 习近平法治思想概论+习近平关于全面依法治国论述摘编+论坚持全面依法治国（普及本）+ 法治政府建设实施纲要（20 ,,88.0,10,112
 习近平关于注重家庭家教家风建设论述摘编（普及本）中国共产党历史党建读物党政书籍 中央文献出版社9787507347197 正版直供 优质图书,,9.5,0,0
 【人民出版社】在省部级主要领导干部学习贯彻党的十八届五中全会精神专题研讨班 ,,2.0,0,0
 习近平关于坚持和完善党和国家监督体系论述摘编 新时代党员干部学习丛书 党风廉政建设文献思想学习纲要 党课教育反腐书籍 党 普及本 小字本 32开,,27.5,0,5
 习近平新时代治国理政的历史观 中国社会科学出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,,44.8,0,0
 【2021正版】习近平在福建上下册（全二册·平装版） 中共中央党校出版社9787503571800党政读物书籍 ,,108.79,0,1
 习近平法治思想学习纲要32开小字本 学习出版社 人民出版社 社会主义法治建设学习参考资料9787010240121 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,,8.9,100,61
 在浦东开发开放30周年庆祝大会上的讲话 ,,1.5,0,0
 在庆祝中国人民解放军建军90周年大会上的讲话 ,,1.6,0,0
 习近平关于防范风险挑战，应对突发事件论述摘编（大字版） ,,33.8,0,0
 习近平经济思想研究文集+践行习近平经济思想调研文集 套装2本 入选中宣部出版局好书荐读活动 广大党员干部深入学习贯彻经济思想的通俗理论读物 团购电话:4001066666转6,1.出版初衷：2021年7月，经上级部门批准，经济日报组织开展习近平经济思想研究征文活动。征文活动的目的是深化对习近平经济思想的学理化研究，总结党的十八大以来中国经济社会发生深刻变革中所蕴含的历史经验和发展规律，以政治性、人民性、时代性、科学性、实践性、开放性、世界性等彰显新思想的引领和指导意义。 2.稿件来源：征文来稿作者既有国内专家，也有海外学者。其中，国内作者主要来自中央党校（国家行政学院）、中国社会科学院、中央经济工作部门，以及各省区市习近平新时代中国特色社会主义思想研究中心、高等院校、知名研究机构等，他们的研究主要围绕阐释习近平经济思想的根本立场、科学内涵、逻辑架构、理论品格、实践要求、方法论以及理论贡献等，深入探讨新发展阶段、新发展理念、新发展格局、高质量发展、经济治理现,108.8,0,0
 在庆祝改革开放40周年大会上的讲话(2018年12月18日） （团购更优惠 电话：010-57993380） ,,3.0,0,0
 决胜全面建成小康社会夺取新时代中国特色社会主义伟大胜利--在中国共产党第十九次全国代表大会上的报告（精装本） ,经过九十多年艰苦奋斗，我们党团结带领全国各族人民，把贫穷落后的旧中国变成日益走向繁荣富强的新中国，中华民族伟大复兴展现出光明前景。我们对党和人民创造的历史伟业倍加自豪，对党和人民确立的理想信念倍加坚定，对党肩负的历史责任倍加清醒。当前，世情、国情、党情继续发生深刻变化，我们面临的发展机遇和风险挑战前所未有。全党一定要牢记人民信任和重托，更加奋发有为、兢兢业业地工作，继续推动科学发展、促进社会和谐，继续改善人民生活、增进人民福祉，完成时代赋予的光荣而艰巨的任务。,10.3,0,0
 习近平书信选集 第一卷（普及本） 中央文献出版社 选入2013年5月至2021年12月期间书信党员党政读物图书籍 978 正版直供 优质图书,,43.0,0,5
 习近平关于实现中华民族伟大复兴的中国梦论述摘编 ,,25.19,0,0
 深入学习贯彻习近平新时代中国特色社会主义思想 ,,58.0,0,0
 习近平在对美国进行国事访问时的讲话 ,,2.9,0,0
 习近平关于全面深化改革论述摘编（大字版）中央文献出版社9787507340914 ,,23.2,0,0
 携手共命运 一起向未来——在中国同中亚五国建交30周年视频峰会上的讲话 ,,1.5,0,10
 习近平关于,,8.7,0,0
 【全套7册组合】习近平在福建（上下册）+习近平在福州+习近平在宁德+习近平在厦门+习近平的七年知青岁月+习近平在正定 中 正版直供 优质图书,,341.0,0,0
 在纪念红军长征胜利80周年大会上的讲话 ,纪念红军长征胜利80周年大会21日上午在北京人民大会堂隆重举行。中共中央总书记、国家主席、中央军委主席*在会上发表重要讲话强调，历史是不断向前的，要达到理想的彼岸，就要沿着我们确定的道路不断前进。每一代人有每一代人的长征路，每一代人都要走好自己的长征路。今天，我们这一代人的长征，就是要实现 两个一百年 奋斗目标、实现中华民族伟大复兴的中国梦。长征永远在路上。不论我们的事业发展到哪一步，不论我们取得了多大成就，我们都要大力弘扬伟大长征精神，在新的长征路上继续奋勇前进。 本书为*总书记讲话全文。,1.8,0,0
 正版 知之深 爱之切 河北人民出版社 ,,28.5,0,0
 治国理政新实践：习近平总书记重要活动通讯选（一）（二）团购电话4001066666转6 ,纪实性 全景展现、生动精彩 收录*总书记精彩照片 88幅，场景式展现*总书记 出席数百场重要会议、重大活动，深入数十个省区市考察调研，出访五大洲 50多个国家 的精彩瞬间 ，极具收藏价值。 思想性 内涵丰富、站位高远 以新闻的视角记录*新时代中国特色社会主义思想的发展历程，深刻阐释*新时代中国特色社会主义思想的深邃内涵，是广大党员干部学习贯彻*新时代中国特色社会主义思想权威读本。 政治性 增强 四个意识 、做到 两个维护 准确记录*总书记带领全党全国各族人民，统筹推进 五位一体 总体布局、协调推进 四个全面 的伟大历史进程，是广大党员干部增强 四个意识 ，坚定 四个自信 ， 坚决做到 两个维护 的重要政治读物。 实践性 武装头脑、指导工作 全面客观记录*总书记治党治国治军的战,199.5,0,0
 习近平外交演讲集 第一卷 大字本 中央文献出版社9787507349009 ,,57.0,0,0
 知之深 爱之切 习近平【正版图书，速开发票】 ,,48.8,0,0
 知之深 爱之切习近平【正版图书，退换无忧】 【正版图书，放心下单】,,49.0,0,0
 习近平关于中国特色大国外交论述摘编 大字本 党政读物党建知识类图书籍 新时代外交思想外交政策国际关系 新时代中国特色社会 ,,49.5,0,0
 【现货速发】习近平关于尊重和保障人权论述摘编（大字本）中央文献出版社 重要论述选编党建读物党政图书籍9787507348 正版直供 优质图书,,33.6,0,0
 习近平的七年知青岁月 中共中央党校出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,,60.4,0,0
 习近平关于防范风险挑战，应对突发事件论述摘编（大字版） ,,33.8,0,2
 在基层代表座谈会上的讲话 ,,1.5,0,0
 摆脱贫困 福建人民出版社9787211018826 ,,25.0,0,0
